,pgn,uci,name,wdl
275,"['b4', 'e5', 'Bb2', 'd6']","['b2b4', 'e7e5', 'c1b2', 'd7d6']",Polish Opening: Czech Defense,
276,"['b4', 'd5', 'Bb2', 'Qd6']","['b2b4', 'd7d5', 'c1b2', 'd8d6']",Polish Opening: German Defense,
277,"['b4', 'Nf6', 'Bb2', 'g6']","['b2b4', 'g8f6', 'c1b2', 'g7g6']",Polish Opening: King's Indian Variation,
278,"['b4', 'e5', 'Bb2', 'c5']","['b2b4', 'e7e5', 'c1b2', 'c7c5']",Polish Opening: Wolferts Gambit,
279,"['Nc3', 'e5', 'Nf3', 'Bc5']","['b1c3', 'e7e5', 'g1f3', 'f8c5']",Van Geet Opening: Billockus-Johansen Gambit,
280,"['Nc3', 'd5', 'f4', 'e5']","['b1c3', 'd7d5', 'f2f4', 'e7e5']",Van Geet Opening: Damhaug Gambit,
281,"['Nc3', 'd5', 'f4', 'g5']","['b1c3', 'd7d5', 'f2f4', 'g7g5']",Van Geet Opening: Warsteiner Gambit,
282,"['a4', 'b5', 'axb5', 'Bb7']","['a2a4', 'b7b5', 'a4b5', 'c8b7']",Ware Opening: Wing Gambit,
283,"['b3', 'e5', 'Bb2', 'Nc6']","['b2b3', 'e7e5', 'c1b2', 'b8c6']",Nimzo-Larsen Attack: Modern Variation,
284,"['f4', 'f5', 'd4', 'd5']","['f2f4', 'f7f5', 'd2d4', 'd7d5']",Bird Opening: Double Duck Formation,
285,"['f4', 'h6', 'Nf3', 'g5']","['f2f4', 'h7h6', 'g1f3', 'g7g5']",Bird Opening: Hobbs-Zilbermints Gambit,
286,"['f4', 'e5', 'fxe5', 'f6']","['f2f4', 'e7e5', 'f4e5', 'f7f6']",Bird Opening: Lasker Gambit,
287,"['f4', 'e5', 'fxe5', 'Ne7']","['f2f4', 'e7e5', 'f4e5', 'g8e7']",Bird Opening: Platz Gambit,
288,"['f4', 'e5', 'fxe5', 'Nc6']","['f2f4', 'e7e5', 'f4e5', 'b8c6']",Bird Opening: Schlechter Gambit,
289,"['Nf3', 'Nh6', 'd4', 'g6']","['g1f3', 'g8h6', 'd2d4', 'g7g6']",Zukertort Defense: Kingside Variation,
290,"['Nf3', 'Na6', 'e4', 'c5']","['g1f3', 'b8a6', 'e2e4', 'c7c5']",Zukertort Defense: Sicilian Knight Variation,
291,"['Nf3', 'Na6', 'e4', 'Nh6']","['g1f3', 'b8a6', 'e2e4', 'g8h6']",Zukertort Opening: Drunken Cavalry Variation,
292,"['Nf3', 'd6', 'd4', 'e5']","['g1f3', 'd7d6', 'd2d4', 'e7e5']",Zukertort Opening: Vos Gambit,
293,"['Nf3', 'd6', 'e4', 'Bg4']","['g1f3', 'd7d6', 'e2e4', 'c8g4']",Zukertort Opening: Wade Defense,
294,"['Nf3', 'Nf6', 'g3', 'd5']","['g1f3', 'g8f6', 'g2g3', 'd7d5']",King's Indian Attack,
295,"['Nf3', 'Nf6', 'g3', 'b5']","['g1f3', 'g8f6', 'g2g3', 'b7b5']",King's Indian Attack: Spassky Variation,
296,"['Nf3', 'Nf6', 'g3', 'g6']","['g1f3', 'g8f6', 'g2g3', 'g7g6']",King's Indian Attack: Symmetrical Defense,
297,"['Nf3', 'Nf6', 'Nc3', 'Nc6']","['g1f3', 'g8f6', 'b1c3', 'b8c6']",Zukertort Opening,
298,"['g3', 'd5', 'Nf3', 'g5']","['g2g3', 'd7d5', 'g1f3', 'g7g5']",Hungarian Opening: Wiedenhagen-Beta Gambit,
299,"['Nf3', 'd5', 'g3', 'g6']","['g1f3', 'd7d5', 'g2g3', 'g7g6']",King's Indian Attack: Double Fianchetto,
300,"['Nf3', 'd5', 'g3', 'Bg4']","['g1f3', 'd7d5', 'g2g3', 'c8g4']",King's Indian Attack: Keres Variation,
301,"['Nf3', 'd5', 'g3', 'e5']","['g1f3', 'd7d5', 'g2g3', 'e7e5']",King's Indian Attack: Omega-Delta Gambit,
302,"['Nf3', 'd5', 'g3', 'c5']","['g1f3', 'd7d5', 'g2g3', 'c7c5']",King's Indian Attack: Sicilian Variation,
303,"['Nf3', 'd5', 'c4', 'd4']","['g1f3', 'd7d5', 'c2c4', 'd5d4']",Réti Opening: Advance Variation,
304,"['Nf3', 'd5', 'c4', 'dxc4']","['g1f3', 'd7d5', 'c2c4', 'd5c4']",Réti Opening: Réti Accepted,
305,"['Nf3', 'd5', 'c4', 'b5']","['g1f3', 'd7d5', 'c2c4', 'b7b5']",Réti Opening: Zilbermints Gambit,
306,"['c4', 'g6', 'e4', 'e5']","['c2c4', 'g7g6', 'e2e4', 'e7e5']",English Opening: Adorjan Defense,
307,"['c4', 'd5', 'cxd5', 'e6']","['c2c4', 'd7d5', 'c4d5', 'e7e6']","English Opening: Anglo-Scandinavian Defense, Löhn Gambit",
308,"['c4', 'd5', 'cxd5', 'Nf6']","['c2c4', 'd7d5', 'c4d5', 'g8f6']","English Opening: Anglo-Scandinavian Defense, Schulz Gambit",
309,"['c4', 'g5', 'd4', 'Bg7']","['c2c4', 'g7g5', 'd2d4', 'f8g7']",English Opening: Myers Gambit,
310,"['c4', 'g5', 'd4', 'e5']","['c2c4', 'g7g5', 'd2d4', 'e7e5']",English Opening: Zilbermints Gambit,
311,"['c4', 'e6', 'Nf3', 'd5']","['c2c4', 'e7e6', 'g1f3', 'd7d5']",English Opening: Agincourt Defense,
312,"['Nf3', 'Nf6', 'c4', 'g6']","['g1f3', 'g8f6', 'c2c4', 'g7g6']","English Opening: Anglo-Indian Defense, King's Indian Formation",
313,"['Nf3', 'Nf6', 'c4', 'd6']","['g1f3', 'g8f6', 'c2c4', 'd7d6']","English Opening: Anglo-Indian Defense, Old Indian Formation",
314,"['Nf3', 'Nf6', 'c4', 'b6']","['g1f3', 'g8f6', 'c2c4', 'b7b6']","English Opening: Anglo-Indian Defense, Queen's Indian Formation",
315,"['Nf3', 'Nf6', 'c4', 'd5']","['g1f3', 'g8f6', 'c2c4', 'd7d5']","English Opening: Anglo-Indian Defense, Scandinavian Defense",
316,"['c4', 'Nf6', 'Nc3', 'd5']","['c2c4', 'g8f6', 'b1c3', 'd7d5']",English Opening: Anglo-Grünfeld Defense,
317,"['c4', 'Nf6', 'Nc3', 'e6']","['c2c4', 'g8f6', 'b1c3', 'e7e6']","English Opening: Anglo-Indian Defense, Hedgehog System",
318,"['c4', 'e5', 'g3', 'h5']","['c2c4', 'e7e5', 'g2g3', 'h7h5']",English Opening: Drill Variation,
319,"['c4', 'e5', 'Nf3', 'e4']","['c2c4', 'e7e5', 'g1f3', 'e5e4']","English Opening: King's English Variation, Nimzowitsch-Flohr Variation",
320,"['c4', 'e5', 'Nc3', 'Bb4']","['c2c4', 'e7e5', 'b1c3', 'f8b4']","English Opening: King's English Variation, Kramnik-Shirov Counterattack",
321,"['c4', 'e5', 'Nc3', 'Nf6']","['c2c4', 'e7e5', 'b1c3', 'g8f6']","English Opening: King's English Variation, Two Knights Variation",
322,"['c4', 'e5', 'Nc3', 'Nc6']","['c2c4', 'e7e5', 'b1c3', 'b8c6']","English Opening: King's English Variation, Reversed Closed Sicilian",
323,"['c4', 'c5', 'Nc3', 'Nc6']","['c2c4', 'c7c5', 'b1c3', 'b8c6']","English Opening: Symmetrical Variation, Two Knights Variation",
324,"['d4', 'e6', 'c4', 'b6']","['d2d4', 'e7e6', 'c2c4', 'b7b6']",English Defense,
325,"['d4', 'e5', 'dxe5', 'd6']","['d2d4', 'e7e5', 'd4e5', 'd7d6']",Englund Gambit Complex: Hartlaub-Charlick Gambit,
326,"['d4', 'e5', 'dxe5', 'Qh4']","['d2d4', 'e7e5', 'd4e5', 'd8h4']",Englund Gambit Complex: Mosquito Gambit,
327,"['d4', 'e5', 'dxe5', 'f6']","['d2d4', 'e7e5', 'd4e5', 'f7f6']",Englund Gambit Complex: Soller Gambit,
328,"['d4', 'e5', 'Nf3', 'e4']","['d2d4', 'e7e5', 'g1f3', 'e5e4']",Englund Gambit Declined: Reversed Krebs,
329,"['d4', 'e6', 'c4', 'e5']","['d2d4', 'e7e6', 'c2c4', 'e6e5']",Horwitz Defense: Zilbermints Gambit,
330,"['d4', 'e6', 'c4', 'Bb4+']","['d2d4', 'e7e6', 'c2c4', 'f8b4']",Kangaroo Defense,
331,"['d4', 'Nc6', 'd5', 'Nb8']","['d2d4', 'b8c6', 'd4d5', 'c6b8']",Montevideo Defense,
332,"['d4', 'c6', 'c4', 'd6']","['d2d4', 'c7c6', 'c2c4', 'd7d6']",Queen's Pawn Game: Anglo-Slav Opening,
333,"['d4', 'd6', 'c4', 'e5']","['d2d4', 'd7d6', 'c2c4', 'e7e5']",Rat Defense: English Rat,
334,"['d4', 'd6', 'Nf3', 'Bg4']","['d2d4', 'd7d6', 'g1f3', 'c8g4']",Wade Defense,
335,"['d4', 'c5', 'dxc5', 'Na6']","['d2d4', 'c7c5', 'd4c5', 'b8a6']","Benoni Defense: Benoni Gambit, Schlenker Defense",
336,"['d4', 'c5', 'd5', 'Nf6']","['d2d4', 'c7c5', 'd4d5', 'g8f6']",Benoni Defense: Benoni-Indian Defense,
337,"['d4', 'c5', 'dxc5', 'b6']","['d2d4', 'c7c5', 'd4c5', 'b7b6']",Benoni Defense: Cormorant Gambit,
338,"['d4', 'c5', 'd5', 'd6']","['d2d4', 'c7c5', 'd4d5', 'd7d6']",Benoni Defense: Old Benoni,
339,"['d4', 'c5', 'd5', 'f5']","['d2d4', 'c7c5', 'd4d5', 'f7f5']","Benoni Defense: Old Benoni, Mujannah Formation",
340,"['d4', 'c5', 'd5', 'Na6']","['d2d4', 'c7c5', 'd4d5', 'b8a6']",Benoni Defense: Snail Variation,
341,"['d4', 'c5', 'd5', 'e5']","['d2d4', 'c7c5', 'd4d5', 'e7e5']",Benoni Defense: Old Benoni,
342,"['d4', 'Nf6', 'g4', 'Nxg4']","['d2d4', 'g8f6', 'g2g4', 'f6g4']",Indian Defense: Gibbins-Weidenhagen Gambit Accepted,
343,"['d4', 'Nf6', 'g4', 'e5']","['d2d4', 'g8f6', 'g2g4', 'e7e5']","Indian Defense: Gibbins-Weidenhagen Gambit, Oshima Defense",
344,"['d4', 'Nf6', 'Nd2', 'e5']","['d2d4', 'g8f6', 'b1d2', 'e7e5']",Indian Defense: Lazard Gambit,
345,"['d4', 'Nf6', 'Nc3', 'e5']","['d2d4', 'g8f6', 'b1c3', 'e7e5']",Indian Defense: Maddigan Gambit,
346,"['d4', 'Nf6', 'Nc3', 'c5']","['d2d4', 'g8f6', 'b1c3', 'c7c5']",Indian Defense: Reversed Chigorin Defense,
347,"['d4', 'Nf6', 'Nc3', 'd5']","['d2d4', 'g8f6', 'b1c3', 'd7d5']",Queen's Pawn Game: Chigorin Variation,
348,"['d4', 'Nf6', 'Bg5', 'e6']","['d2d4', 'g8f6', 'c1g5', 'e7e6']",Trompowsky Attack: Classical Defense,
349,"['d4', 'Nf6', 'Nf3', 'Ne4']","['d2d4', 'g8f6', 'g1f3', 'f6e4']",Döry Defense,
350,"['d4', 'Nf6', 'Nf3', 'c6']","['d2d4', 'g8f6', 'g1f3', 'c7c6']",Indian Defense: Czech-Indian,
351,"['d4', 'Nf6', 'Nf3', 'a6']","['d2d4', 'g8f6', 'g1f3', 'a7a6']","Indian Defense: Knights Variation, Alburt-Miles Variation",
352,"['d4', 'Nf6', 'Nf3', 'b5']","['d2d4', 'g8f6', 'g1f3', 'b7b5']",Indian Defense: Polish Variation,
353,"['d4', 'Nf6', 'Nf3', 'c5']","['d2d4', 'g8f6', 'g1f3', 'c7c5']",Indian Defense: Spielmann-Indian,
354,"['d4', 'Nf6', 'Nf3', 'd6']","['d2d4', 'g8f6', 'g1f3', 'd7d6']",Indian Defense: Wade-Tartakower Defense,
355,"['d4', 'Nf6', 'Nf3', 'b6']","['d2d4', 'g8f6', 'g1f3', 'b7b6']",Pseudo Queen's Indian Defense,
356,"['d4', 'Nf6', 'Nf3', 'g6']","['d2d4', 'g8f6', 'g1f3', 'g7g6']",East Indian Defense,
357,"['d4', 'Nf6', 'c4', 'g5']","['d2d4', 'g8f6', 'c2c4', 'g7g5']",Indian Defense: Medusa Gambit,
358,"['d4', 'Nf6', 'c4', 'b5']","['d2d4', 'g8f6', 'c2c4', 'b7b5']",Indian Defense: Pyrenees Gambit,
359,"['d4', 'Nf6', 'c4', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'b8c6']",Mexican Defense,
360,"['d4', 'Nf6', 'c4', 'b6']","['d2d4', 'g8f6', 'c2c4', 'b7b6']",Queen's Indian Accelerated,
361,"['d4', 'Nf6', 'c4', 'c6']","['d2d4', 'g8f6', 'c2c4', 'c7c6']",Slav Indian,
362,"['d4', 'Nf6', 'c4', 'e5']","['d2d4', 'g8f6', 'c2c4', 'e7e5']",Indian Defense: Budapest Defense,
363,"['d4', 'Nf6', 'c4', 'd6']","['d2d4', 'g8f6', 'c2c4', 'd7d6']",Old Indian Defense,
364,"['d4', 'Nf6', 'c4', 'c5']","['d2d4', 'g8f6', 'c2c4', 'c7c5']",Benoni Defense,
365,"['d4', 'f5', 'g4', 'e5']","['d2d4', 'f7f5', 'g2g4', 'e7e5']",Dutch Defense: Hevendehl Gambit,
366,"['d4', 'f5', 'Nf3', 'e5']","['d2d4', 'f7f5', 'g1f3', 'e7e5']",Dutch Defense: Omega-Isis Gambit,
367,"['d4', 'f5', 'Nc3', 'd5']","['d2d4', 'f7f5', 'b1c3', 'd7d5']","Queen's Pawn Game: Veresov Attack, Dutch System",
368,"['d4', 'f5', 'e4', 'fxe4']","['d2d4', 'f7f5', 'e2e4', 'f5e4']",Dutch Defense: Staunton Gambit Accepted,
369,"['e4', 'd6', 'd4', 'f5']","['e2e4', 'd7d6', 'd2d4', 'f7f5']",Rat Defense: Balogh Defense,
370,"['d4', 'e6', 'c4', 'f5']","['d2d4', 'e7e6', 'c2c4', 'f7f5']",Dutch Defense: Classical Variation,
371,"['d4', 'f5', 'c4', 'Nf6']","['d2d4', 'f7f5', 'c2c4', 'g8f6']",Dutch Defense: Normal Variation,
372,"['e4', 'g5', 'd4', 'Bg7']","['e2e4', 'g7g5', 'd2d4', 'f8g7']",Borg Defense: Borg Gambit,
373,"['e4', 'g5', 'd4', 'e5']","['e2e4', 'g7g5', 'd2d4', 'e7e5']",Borg Defense: Zilbermints Gambit,
374,"['e4', 'h6', 'd4', 'e5']","['e2e4', 'h7h6', 'd2d4', 'e7e5']",Carr Defense: Zilbermints Gambit,
375,"['e4', 'f6', 'd4', 'Kf7']","['e2e4', 'f7f6', 'd2d4', 'e8f7']",Fried Fox Defense,
376,"['e4', 'h5', 'd4', 'Nf6']","['e2e4', 'h7h5', 'd2d4', 'g8f6']",Goldsmith Defense: Picklepuss Defense,
377,"['e4', 'b6', 'd4', 'Ba6']","['e2e4', 'b7b6', 'd2d4', 'c8a6']",Guatemala Defense,
378,"['e4', 'Nc6', 'Nf3', 'f5']","['e2e4', 'b8c6', 'g1f3', 'f7f5']",Nimzowitsch Defense: Colorado Countergambit,
379,"['e4', 'Nc6', 'Nf3', 'e6']","['e2e4', 'b8c6', 'g1f3', 'e7e6']",Nimzowitsch Defense: Franco-Nimzowitsch Variation,
380,"['e4', 'Nc6', 'Nc3', 'e6']","['e2e4', 'b8c6', 'b1c3', 'e7e6']",Nimzowitsch Defense: French Connection,
381,"['e4', 'Nc6', 'd4', 'e5']","['e2e4', 'b8c6', 'd2d4', 'e7e5']",Nimzowitsch Defense: Kennedy Variation,
382,"['e4', 'Nc6', 'd4', 'd6']","['e2e4', 'b8c6', 'd2d4', 'd7d6']",Nimzowitsch Defense: Mikenas Variation,
383,"['e4', 'Nc6', 'd4', 'f6']","['e2e4', 'b8c6', 'd2d4', 'f7f6']",Nimzowitsch Defense: Neo-Mongoloid Defense,
384,"['e4', 'Nc6', 'Nc3', 'g6']","['e2e4', 'b8c6', 'b1c3', 'g7g6']",Nimzowitsch Defense: Pirc Connection,
385,"['e4', 'Nc6', 'd4', 'd5']","['e2e4', 'b8c6', 'd2d4', 'd7d5']",Nimzowitsch Defense: Scandinavian Variation,
386,"['e4', 'Nc6', 'Nf3', 'd6']","['e2e4', 'b8c6', 'g1f3', 'd7d6']",Nimzowitsch Defense: Williams Variation,
387,"['e4', 'Nc6', 'd4', 'a6']","['e2e4', 'b8c6', 'd2d4', 'a7a6']",Nimzowitsch Defense: Woodchuck Variation,
388,"['e4', 'd6', 'd4', 'Nf6']","['e2e4', 'd7d6', 'd2d4', 'g8f6']",Pirc Defense,
389,"['e4', 'd6', 'd4', 'Nd7']","['e2e4', 'd7d6', 'd2d4', 'b8d7']",Rat Defense: Antal Defense,
390,"['e4', 'a6', 'd4', 'e5']","['e2e4', 'a7a6', 'd2d4', 'e7e5']",St. George Defense: Zilbermints Gambit,
391,"['e4', 'a5', 'd4', 'Nc6']","['e2e4', 'a7a5', 'd2d4', 'b8c6']",Ware Defense: Snagglepuss Defense,
392,"['e4', 'd5', 'exd5', 'c6']","['e2e4', 'd7d5', 'e4d5', 'c7c6']",Scandinavian Defense: Blackburne-Kloosterboer Gambit,
393,"['e4', 'd5', 'exd5', 'Qxd5']","['e2e4', 'd7d5', 'e4d5', 'd8d5']",Scandinavian Defense: Mieses-Kotroc Variation,
394,"['e4', 'd5', 'exd5', 'Nf6']","['e2e4', 'd7d5', 'e4d5', 'g8f6']",Scandinavian Defense: Modern Variation,
395,"['e4', 'Nf6', 'e5', 'Ng8']","['e2e4', 'g8f6', 'e4e5', 'f6g8']",Alekhine Defense: Brooklyn Variation,
396,"['e4', 'Nf6', 'e5', 'Ne4']","['e2e4', 'g8f6', 'e4e5', 'f6e4']",Alekhine Defense: Mokele Mbembe,
397,"['e4', 'Nf6', 'e5', 'Nd5']","['e2e4', 'g8f6', 'e4e5', 'f6d5']",Alekhine Defense: Normal Variation,
398,"['e4', 'Nf6', 'Nc3', 'd5']","['e2e4', 'g8f6', 'b1c3', 'd7d5']",Alekhine Defense: Scandinavian Variation,
399,"['e4', 'g6', 'd4', 'Bg7']","['e2e4', 'g7g6', 'd2d4', 'f8g7']",Modern Defense,
400,"['e4', 'g6', 'd4', 'f5']","['e2e4', 'g7g6', 'd2d4', 'f7f5']",Modern Defense: Fianchetto Gambit,
401,"['e4', 'g6', 'd4', 'Nf6']","['e2e4', 'g7g6', 'd2d4', 'g8f6']",Modern Defense: Norwegian Defense,
402,"['e4', 'd6', 'd4', 'e5']","['e2e4', 'd7d6', 'd2d4', 'e7e5']",King's Pawn Game: Maróczy Defense,
403,"['e4', 'c6', 'Nc3', 'd5']","['e2e4', 'c7c6', 'b1c3', 'd7d5']",Caro-Kann Defense,
404,"['e4', 'c6', 'c4', 'd5']","['e2e4', 'c7c6', 'c2c4', 'd7d5']",Caro-Kann Defense: Accelerated Panov Attack,
405,"['e4', 'c6', 'c4', 'e5']","['e2e4', 'c7c6', 'c2c4', 'e7e5']","Caro-Kann Defense: Accelerated Panov Attack, Open Variation",
406,"['e4', 'c6', 'd4', 'd5']","['e2e4', 'c7c6', 'd2d4', 'd7d5']",Caro-Kann Defense,
407,"['e4', 'c6', 'd4', 'Na6']","['e2e4', 'c7c6', 'd2d4', 'b8a6']",Caro-Kann Defense: De Bruycker Defense,
408,"['e4', 'c6', 'd4', 'Nf6']","['e2e4', 'c7c6', 'd2d4', 'g8f6']",Caro-Kann Defense: Masi Variation,
409,"['e4', 'c6', 'd4', 'f5']","['e2e4', 'c7c6', 'd2d4', 'f7f5']",Caro-Kann Defense: Massachusetts Defense,
410,"['e4', 'c5', 'b3', 'b6']","['e2e4', 'c7c5', 'b2b3', 'b7b6']","Sicilian Defense: Snyder Variation, Queen Fianchetto Variation",
411,"['e4', 'c5', 'Nc3', 'e6']","['e2e4', 'c7c5', 'b1c3', 'e7e6']",Sicilian Defense: Closed,
412,"['e4', 'c5', 'Nc3', 'Nc6']","['e2e4', 'c7c5', 'b1c3', 'b8c6']","Sicilian Defense: Closed, Traditional",
413,"['e4', 'c5', 'Nf3', 'f5']","['e2e4', 'c7c5', 'g1f3', 'f7f5']",Sicilian Defense: Brussels Gambit,
414,"['e4', 'c5', 'Nf3', 'h6']","['e2e4', 'c7c5', 'g1f3', 'h7h6']",Sicilian Defense: Bücker Variation,
415,"['e4', 'c5', 'Nf3', 'g6']","['e2e4', 'c7c5', 'g1f3', 'g7g6']",Sicilian Defense: Hyperaccelerated Dragon,
416,"['e4', 'c5', 'Nf3', 'e5']","['e2e4', 'c7c5', 'g1f3', 'e7e5']",Sicilian Defense: Jalalabad Variation,
417,"['e4', 'c5', 'Nf3', 'b6']","['e2e4', 'c7c5', 'g1f3', 'b7b6']",Sicilian Defense: Katalimov Variation,
418,"['e4', 'c5', 'Nf3', 'Qa5']","['e2e4', 'c7c5', 'g1f3', 'd8a5']",Sicilian Defense: Mongoose Variation,
419,"['e4', 'c5', 'Nf3', 'b5']","['e2e4', 'c7c5', 'g1f3', 'b7b5']",Sicilian Defense: Polish Gambit,
420,"['e4', 'c5', 'Nf3', 'Qc7']","['e2e4', 'c7c5', 'g1f3', 'd8c7']",Sicilian Defense: Quinteros Variation,
421,"['e4', 'c5', 'Nf3', 'a6']","['e2e4', 'c7c5', 'g1f3', 'a7a6']",Sicilian Defense: O'Kelly Variation,
422,"['e4', 'c5', 'Nf3', 'Nf6']","['e2e4', 'c7c5', 'g1f3', 'g8f6']",Sicilian Defense: Nimzowitsch Variation,
423,"['e4', 'c5', 'Nf3', 'Nc6']","['e2e4', 'c7c5', 'g1f3', 'b8c6']",Sicilian Defense: Old Sicilian,
424,"['e4', 'c5', 'Nf3', 'e6']","['e2e4', 'c7c5', 'g1f3', 'e7e6']",Sicilian Defense: French Variation,
425,"['e4', 'c5', 'Nf3', 'd6']","['e2e4', 'c7c5', 'g1f3', 'd7d6']",Sicilian Defense: Modern Variations,
426,"['e4', 'e6', 'd4', 'd5']","['e2e4', 'e7e6', 'd2d4', 'd7d5']",French Defense,
427,"['e4', 'e6', 'd4', 'b5']","['e2e4', 'e7e6', 'd2d4', 'b7b5']",French Defense: Baeuerle Gambit,
428,"['e4', 'e6', 'd4', 'f5']","['e2e4', 'e7e6', 'd2d4', 'f7f5']",French Defense: Franco-Hiva Gambit,
429,"['e4', 'e6', 'd4', 'c5']","['e2e4', 'e7e6', 'd2d4', 'c7c5']",French Defense: Franco-Sicilian Defense,
430,"['e4', 'e6', 'd3', 'f5']","['e2e4', 'e7e6', 'd2d3', 'f7f5']","French Defense: King's Indian Attack, Franco-Hiva Gambit",
431,"['e4', 'e6', 'Nf3', 'f5']","['e2e4', 'e7e6', 'g1f3', 'f7f5']","French Defense: Knight Variation, Franco-Hiva Gambit",
432,"['e4', 'e6', 'd4', 'Nf6']","['e2e4', 'e7e6', 'd2d4', 'g8f6']",French Defense: Mediterranean Defense,
433,"['e4', 'e6', 'd4', 'a6']","['e2e4', 'e7e6', 'd2d4', 'a7a6']",French Defense: St. George Defense,
434,"['d4', 'e6', 'e4', 'd6']","['d2d4', 'e7e6', 'e2e4', 'd7d6']",Rat Defense: Small Center Defense,
435,"['e4', 'e5', 'c4', 'd5']","['e2e4', 'e7e5', 'c2c4', 'd7d5']",King's Pawn Game: Bavarian Gambit,
436,"['e4', 'e5', 'd4', 'd5']","['e2e4', 'e7e5', 'd2d4', 'd7d5']",King's Pawn Game: Beyer Gambit,
437,"['e4', 'e5', 'd3', 'f5']","['e2e4', 'e7e5', 'd2d3', 'f7f5']","King's Pawn Game: Clam Variation, King's Gambit Reversed",
438,"['e4', 'e5', 'c3', 'f5']","['e2e4', 'e7e5', 'c2c3', 'f7f5']","King's Pawn Game: Macleod Attack, Lasa Gambit",
439,"['e4', 'e5', 'Qh5', 'Nf6']","['e2e4', 'e7e5', 'd1h5', 'g8f6']","King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",
440,"['e4', 'e5', 'd4', 'exd4']","['e2e4', 'e7e5', 'd2d4', 'e5d4']",Center Game Accepted,
441,"['e4', 'e5', 'Bc4', 'Bc5']","['e2e4', 'e7e5', 'f1c4', 'f8c5']",Bishop's Opening: Boi Variation,
442,"['e4', 'e5', 'Bc4', 'f5']","['e2e4', 'e7e5', 'f1c4', 'f7f5']",Bishop's Opening: Calabrese Countergambit,
443,"['e4', 'e5', 'Bc4', 'd5']","['e2e4', 'e7e5', 'f1c4', 'd7d5']",Bishop's Opening: Khan Gambit,
444,"['e4', 'e5', 'Bc4', 'c6']","['e2e4', 'e7e5', 'f1c4', 'c7c6']",Bishop's Opening: Philidor Counterattack,
445,"['e4', 'e5', 'Bc4', 'Nf6']","['e2e4', 'e7e5', 'f1c4', 'g8f6']",Bishop's Opening: Berlin Defense,
446,"['e4', 'e5', 'Nc3', 'Bc5']","['e2e4', 'e7e5', 'b1c3', 'f8c5']",Vienna Game: Anderssen Defense,
447,"['e4', 'e5', 'Nc3', 'Nc6']","['e2e4', 'e7e5', 'b1c3', 'b8c6']",Vienna Game: Max Lange Defense,
448,"['e4', 'e5', 'Nc3', 'Nf6']","['e2e4', 'e7e5', 'b1c3', 'g8f6']",Vienna Game: Falkbeer Variation,
449,"['e4', 'e5', 'f4', 'Bc5']","['e2e4', 'e7e5', 'f2f4', 'f8c5']",King's Gambit Declined: Classical Variation,
450,"['e4', 'e5', 'f4', 'Qh4+']","['e2e4', 'e7e5', 'f2f4', 'd8h4']",King's Gambit Declined: Keene's Defense,
451,"['e4', 'c5', 'f4', 'e5']","['e2e4', 'c7c5', 'f2f4', 'e7e5']",King's Gambit Declined: Mafia Defense,
452,"['e4', 'e5', 'f4', 'Qf6']","['e2e4', 'e7e5', 'f2f4', 'd8f6']",King's Gambit Declined: Norwalde Variation,
453,"['e4', 'e5', 'f4', 'f5']","['e2e4', 'e7e5', 'f2f4', 'f7f5']",King's Gambit Declined: Panteldakis Countergambit,
454,"['e4', 'e5', 'f4', 'Nf6']","['e2e4', 'e7e5', 'f2f4', 'g8f6']",King's Gambit Declined: Petrov's Defense,
455,"['e4', 'e5', 'f4', 'Nc6']","['e2e4', 'e7e5', 'f2f4', 'b8c6']",King's Gambit Declined: Queen's Knight Defense,
456,"['e4', 'e5', 'f4', 'g5']","['e2e4', 'e7e5', 'f2f4', 'g7g5']",King's Gambit Declined: Zilbermints Double Countergambit,
457,"['e4', 'e5', 'f4', 'd5']","['e2e4', 'e7e5', 'f2f4', 'd7d5']",King's Gambit Declined: Falkbeer Countergambit,
458,"['e4', 'e5', 'f4', 'exf4']","['e2e4', 'e7e5', 'f2f4', 'e5f4']",King's Gambit Accepted,
459,"['e4', 'e5', 'Nf3', 'd5']","['e2e4', 'e7e5', 'g1f3', 'd7d5']",Elephant Gambit,
460,"['e4', 'e5', 'Nf3', 'Qe7']","['e2e4', 'e7e5', 'g1f3', 'd8e7']",Gunderam Defense,
461,"['e4', 'e5', 'Nf3', 'Bc5']","['e2e4', 'e7e5', 'g1f3', 'f8c5']",King's Pawn Game: Busch-Gass Gambit,
462,"['e4', 'e5', 'Nf3', 'f6']","['e2e4', 'e7e5', 'g1f3', 'f7f6']",King's Pawn Game: Damiano Defense,
463,"['e4', 'e5', 'Nf3', 'c6']","['e2e4', 'e7e5', 'g1f3', 'c7c6']",King's Pawn Game: Gunderam Gambit,
464,"['e4', 'e5', 'Nf3', 'Qf6']","['e2e4', 'e7e5', 'g1f3', 'd8f6']",King's Pawn Game: McConnell Defense,
465,"['e4', 'e5', 'Nf3', 'f5']","['e2e4', 'e7e5', 'g1f3', 'f7f5']",Latvian Gambit,
466,"['e4', 'e5', 'Nf3', 'd6']","['e2e4', 'e7e5', 'g1f3', 'd7d6']",Philidor Defense,
467,"['e4', 'e5', 'Nf3', 'Nf6']","['e2e4', 'e7e5', 'g1f3', 'g8f6']",Russian Game,
